IMU1_Pitch_media,IMU1_Pitch_std,IMU1_Pitch_min,IMU1_Pitch_max,IMU1_Pitch_rms,IMU1_Yaw_media,IMU1_Yaw_std,IMU1_Yaw_min,IMU1_Yaw_max,IMU1_Yaw_rms,IMU1_Roll_media,IMU1_Roll_std,IMU1_Roll_min,IMU1_Roll_max,IMU1_Roll_rms,IMU2_Pitch_media,IMU2_Pitch_std,IMU2_Pitch_min,IMU2_Pitch_max,IMU2_Pitch_rms,IMU2_Yaw_media,IMU2_Yaw_std,IMU2_Yaw_min,IMU2_Yaw_max,IMU2_Yaw_rms,IMU2_Roll_media,IMU2_Roll_std,IMU2_Roll_min,IMU2_Roll_max,IMU2_Roll_rms,Glove_Thumb_media,Glove_Thumb_std,Glove_Thumb_min,Glove_Thumb_max,Glove_Thumb_rms,Glove_Index_media,Glove_Index_std,Glove_Index_min,Glove_Index_max,Glove_Index_rms,Glove_Middle_media,Glove_Middle_std,Glove_Middle_min,Glove_Middle_max,Glove_Middle_rms,Glove_Ring_media,Glove_Ring_std,Glove_Ring_min,Glove_Ring_max,Glove_Ring_rms,Glove_Pinky_media,Glove_Pinky_std,Glove_Pinky_min,Glove_Pinky_max,Glove_Pinky_rms,Glove_Pitch_media,Glove_Pitch_std,Glove_Pitch_min,Glove_Pitch_max,Glove_Pitch_rms,movimiento_id,movimiento_nombre
-17.43644659090909,35.016773640082604,-69.4,38.324,39.11782337858804,-8.9915875,11.102039951332372,-33.493,15.43,14.286494911318744,-2.745988636363636,25.508614722149314,-49.013,48.137,25.655991086568665,-0.6019852272727261,44.00415047274735,-69.267,57.646,44.00826791685905,0.3291931818181803,113.70432429642182,-313.428,111.564,113.70480083029396,-6.749746590909091,13.716575316452726,-30.251,34.9,15.287364634017504,47.726136363636364,33.51059871117502,23.0,107.0,58.315901074936825,36.78181818181818,8.540286154649959,21.0,46.0,37.76027855251648,35.070454545454545,7.13550914108302,23.0,42.0,35.78899653143788,30.14318181818182,5.169178663758029,23.0,40.0,30.583195028999477,24.825,3.5482149801632015,17.0,32.0,25.07728961721052,23.818526164643984,78.47617194681352,-71.8030708857948,144.104615053353,82.01116845943406,0,bobath handshake
-19.588195454545456,35.69696879311103,-70.209,41.602,40.71818981956121,-10.116394318181818,11.358083215478764,-33.493,15.65,15.210111384558688,-1.3751874999999993,26.174291842683733,-49.013,48.137,26.2103928647805,-3.8895488636363624,44.402800768720695,-69.267,57.646,44.57283148364391,55.505106818181815,35.47376477028095,-9.348,111.564,65.8726412850965,-10.116132954545455,10.713126079373396,-30.251,14.183,14.734558573184028,49.689772727272725,34.367967180648975,23.0,107.0,60.417138974120434,36.38977272727273,8.271480847036555,21.0,46.0,37.31799772958692,34.94204545454546,6.939351253259608,23.0,42.0,35.62444576921354,29.740909090909092,4.894677915943648,23.0,39.0,30.14099443373668,24.5125,3.0286252694460685,17.0,30.0,24.698891215451905,26.18335086609013,79.43510205175356,-67.8324733655382,144.104615053353,83.63912541717114,0,bobath handshake
-18.803523863636368,35.99585425351564,-70.209,41.602,40.61125500560998,-9.126543181818182,11.268765941266347,-33.493,15.65,14.50099569990407,-3.3733284090909086,26.030453758619874,-49.013,48.137,26.248121217245764,-4.341644318181818,44.13321923557222,-69.267,57.646,44.34626157277163,55.58043295454546,35.80404499062863,-7.155,111.564,66.11440210049307,-11.250717045454547,10.813484958109246,-31.611,14.183,15.60480986670893,46.31136363636364,31.75171230822256,23.0,107.0,56.15081153788996,36.1625,7.832461770501254,21.0,45.0,37.00099814378477,34.93636363636364,6.657568861115585,23.0,42.0,35.5650492375974,29.286363636363635,4.56964246209755,23.0,39.0,29.64072750916764,24.032954545454544,2.5655152588492687,17.0,31.0,24.169500878737086,25.04509858633836,78.04394239897928,-59.9313853706841,144.104615053353,81.96410133939494,0,bobath handshake
1.9344193181818183,30.628132198643478,-56.344,72.508,30.689158673318765,15.645457954545453,24.172717684228516,-46.493,73.076,28.79410764112796,-23.845592045454545,34.57786301060498,-86.377,56.721,42.00286740662367,26.22862840909091,40.30831311200934,-48.593,71.995,48.09055057033507,-8.563197727272728,19.406490523310968,-58.678,65.649,21.21179459045668,13.60716590909091,16.151016565451048,-25.304,74.371,21.11895594424592,24.092045454545456,1.7081170914003188,23.0,30.0,24.152521983880238,42.87159090909091,10.880157594777298,24.0,58.0,44.2306583306606,36.65,8.600092494217193,23.0,48.0,37.645505587109476,49.29204545454545,9.91784115061554,29.0,72.0,50.27990968748669,26.898863636363636,4.423850500879548,21.0,42.0,27.260214932788372,13.319855874955929,94.91603120897733,-168.804825601443,174.734938781047,95.84608255423461,0,bobath handshake
4.005519318181818,30.619576033368965,-56.344,72.508,30.880456950498495,15.685805681818184,25.182979265399847,-46.493,74.967,29.668618851731505,-26.34703181818182,34.311519683679606,-86.377,56.721,43.260218083498124,29.698007954545456,39.91553057151587,-48.593,71.995,49.75159552490617,-9.185552272727273,21.175751401490388,-58.678,65.649,23.082175330170404,14.675438636363637,16.281401606402373,-25.091,74.371,21.9192275739506,23.946590909090908,1.5877692229577638,23.0,30.0,23.999171387211003,42.40113636363636,10.52612544531443,24.0,58.0,43.688164093014734,36.54090909090909,8.441006999970663,23.0,48.0,37.503181683207046,49.03181818181818,9.733792420019705,29.0,72.0,49.988657804455094,26.51590909090909,4.390301458991904,21.0,42.0,26.876907966099484,16.023363742164754,95.22978980887903,-168.804825601443,179.668105397124,96.5684267898002,0,bobath handshake
1.9067909090909092,29.635004657451802,-56.344,72.508,29.696285165289307,16.37511818181818,24.888625770294354,-46.493,74.967,29.792418300672956,-23.1351875,34.040727105090646,-86.377,56.721,41.158328470716704,27.971126136363637,39.61576565360803,-48.593,72.248,48.495286221012805,-9.089459090909092,20.647726128067713,-58.678,65.649,22.559850638357513,12.480552272727273,14.83083796993445,-25.091,74.371,19.383444996252013,23.819318181818183,1.48104370098079,23.0,30.0,23.86531812255829,41.35909090909091,10.403917928572044,24.0,58.0,42.64757799794625,35.59431818181818,8.366611918194211,23.0,48.0,36.56440457354915,48.00909090909091,9.602315492104879,29.0,72.0,48.95995580806087,25.779545454545456,4.219709142575337,20.0,42.0,26.122612983599268,14.140207730786592,96.4626955203157,-168.804825601443,179.668105397124,97.49357466887207,0,bobath handshake
-9.471834090909091,42.226747833083685,-67.678,65.36,43.276019613690735,3.1302215909090907,13.149524406876235,-30.974,28.162,13.516962651987585,-9.542115909090908,20.717414512098525,-53.787,37.513,22.80927969245492,3.809317045454545,38.829932391902375,-51.953,59.611,39.01633691048533,-0.2253374999999999,11.487768820712715,-22.018,21.638,11.489978653898598,-5.416794318181819,5.8257765231312915,-23.035,9.821,7.954956491581494,24.188636363636363,1.7801577954944061,23.0,29.0,24.254053082095183,32.88977272727273,8.217380966484827,20.0,45.0,33.90077432743978,33.20795454545455,7.620616796662213,23.0,43.0,34.0711321422483,32.445454545454545,6.547846785063099,23.0,45.0,33.09957429003911,21.54090909090909,1.923694147611236,17.0,30.0,21.626635513559744,27.447517132205945,68.15547014416455,-65.0650872150563,125.598078270628,73.47471883100232,0,bobath handshake
-9.648636363636363,42.673503394692816,-68.259,69.278,43.750703716106614,3.6646647727272725,13.146230887514868,-30.974,28.45,13.647459633364672,-9.494590909090908,21.190939104869347,-53.787,38.029,23.220748409068833,4.055509090909091,39.33497303970105,-51.953,59.611,39.54348565845523,0.8919295454545454,11.781873318096427,-22.018,25.452,11.815586197803613,-6.2816102272727266,5.302081751678892,-23.035,6.812,8.220139776722998,24.025,1.5606853098442477,23.0,29.0,24.075638384814713,32.77272727272727,7.968585012876377,20.0,45.0,33.72758514925135,33.222727272727276,7.466466355292225,23.0,42.0,34.05139831596828,32.29545454545455,6.210802705603671,23.0,42.0,32.88723847551592,21.447727272727274,1.8183394818004641,17.0,30.0,21.52466872303413,28.671967005704722,67.99656839762079,-63.0425461982445,125.598078270628,73.79441039691653,0,bobath handshake
-9.414114772727276,43.427845524886656,-69.127,69.278,44.4365089075132,2.117118181818181,13.994207090699948,-37.439,28.45,14.153445569654826,-10.774856818181817,23.79988324961717,-55.201,40.318,26.125313053583252,5.215569318181818,40.69703362701484,-51.953,60.244,41.029875814473726,0.544494318181818,11.983326038517948,-27.16,25.452,11.995689934637129,-6.624167045454545,5.399858416961705,-23.035,4.865,8.546230746318413,23.95340909090909,1.5222179439910255,23.0,29.0,24.00172815747763,32.398863636363636,7.472601383450773,20.0,43.0,33.24945317390402,33.10454545454545,7.234103404438985,23.0,42.0,33.88573714438247,32.06136363636364,5.881276759540741,23.0,42.0,32.59632578290772,21.692045454545454,2.5631887806415303,18.0,39.0,21.842957050895667,32.110045831575476,69.5676426201659,-65.0765463709589,129.379599718491,76.62057127843019,0,bobath handshake
1.7533090909090912,30.407885305346362,-56.282,61.632,30.458390986908086,-3.3737784090909093,41.487584504142895,-84.5,80.135,41.624536618946834,-27.062646590909093,35.229090661133014,-83.227,64.82,44.423818716030844,53.312344318181815,31.569874776738427,-38.227,82.631,61.95855913527459,16.623468181818183,26.907825803968535,-24.582,120.99,31.628638666383296,11.592113636363635,21.388656980730683,-14.933,85.948,24.32800332944994,23.013636363636362,0.1423678160305984,23.0,25.0,23.01407671997135,39.222727272727276,9.8360622118158,26.0,56.0,40.43724093636279,31.803409090909092,5.222219766267031,23.0,42.0,32.22930978303614,48.88068181818182,8.087059780832606,29.0,62.0,49.54514699654337,25.625,3.613775726300679,19.0,34.0,25.87856255668,40.221298652213946,119.78368359495639,-179.880099781322,179.570702571951,126.35617800822882,0,bobath handshake
